31102105    Literary 	68.9
37154674	Scientific	95.4
37154676	Scientific	89
37154677	Scientific	82.7
37154679	Scientific	90.4
37154680	Scientific	58.3
37154681	Scientific	89.7
37154682	Scientific	83.7
37154684	Scientific	88.6
37154685	Scientific	88.3
37154687	Scientific	85.6
37154688	Scientific	89.7
37154689	Scientific	87.6
37154690	Scientific	78.1
37154691	Scientific	71.4
37154692	Scientific	96.6
37154693	Scientific	83.1
37154694	Scientific	86.3
37154695	Scientific	71.7
37154696	Scientific	70.6
37154697	Scientific	95
37154698	Scientific	79.9
37154699	Scientific	77.9
37154700	Scientific	88
37154701	Scientific	91
37154702	Scientific	86.4
37154703	Scientific	93
37154704	Scientific	91.4
37154705	Scientific	97.1
37154706	Scientific	81.1
37154707	Scientific	89.4
37154708	Scientific	81.7
37154709	Scientific	93.3
37154711	Scientific	70.1
37154713	Scientific	98.3
37154714	Scientific	74.6
37154715	Scientific	93.9
37154716	Scientific	70.9
37154717	Scientific	87
37154719	Scientific	94.9
37154721	Scientific	96.7
37154722	Scientific	98.1
37154723	Scientific	93.3
37154724	Scientific	80.7
37154725	Scientific	79.3
37154726	Scientific	74.3
37154727	Scientific	98.7
37154728	Scientific	68.4
37154729	Scientific	83
37154730	Scientific	88
37154731	Scientific	97.1
37154732	Scientific	90.3
37154733	Scientific	89.4
37154734	Scientific	87.1
37154735	Scientific	85.6
37154736	Scientific	87.1
37154737	Scientific	82.1
37154738	Scientific	66.3
37154739	Scientific	86.6
37154740	Scientific	87.9
37154741	Scientific	93.7
37154742	Scientific	90.1
37154743	Scientific	85.9
37154744	Scientific	86.4
37154745	Scientific	86.7
37154746	Scientific	93.1
37154747	Scientific	95.6
37154748	Scientific	80.9
37154749	Scientific	70.1
37154750	Scientific	99
37154751	Scientific	87.1
37154752	Scientific	75.1
37154753	Scientific	98.1
37154755	Scientific	75.6
37154756	Scientific	76.3
37154757	Scientific	86.9
37154758	Scientific	93.1
37154759	Scientific	74.6
37154760	Scientific	94.7
37154761	Scientific	99
37154762	Scientific	89.4
37154763	Scientific	67.6
37154764	Scientific	86.4
37154765	Scientific	87.3
37154766	Scientific	91.1
37154767	Scientific	80.9
37154768	Scientific	76.1
37154769	Scientific	75.3
37154770	Scientific	74.1
37154771	Scientific	67
37154772	Scientific	92.4
37154773	Scientific	94.6
37154774	Scientific	90
37154775	Scientific	75.6
37154776	Scientific	87.6
37154777	Scientific	90.6
37154778	Scientific	64.1
37154779	Scientific	92.7
37154780	Scientific	93.7
37154781	Scientific	93.3
37154782	Scientific	93.6
37154783	Scientific	85.7
37154784	Scientific	92.1
37154785	Scientific	80
37154786	Scientific	73.9
37154787	Scientific	67.9
37154788	Scientific	86.7
37154789	Scientific	94.9
37154790	Scientific	78
37154791	Scientific	81.1
37154792	Scientific	68.3
37154793	Scientific	64.3
37154794	Scientific	93.4
37154795	Scientific	92.7
37154796	Scientific	72.9
37154797	Scientific	87.7
37154798	Scientific	82.3
37154799	Scientific	92.9
37154800	Scientific	71.3
37154801	Scientific	95.4
37154802	Scientific	97.7
37154803	Scientific	81.9
37154805	Scientific	97.3
37154806	Scientific	95
37154807	Scientific	89
37154808	Scientific	98.6
37154809	Scientific	78
37154810	Scientific	78.3
37154812	Scientific	87.7
37154813	Scientific	88.3
37154814	Scientific	91.7
37154815	Scientific	86.3
37154816	Scientific	88.1
37154817	Scientific	83.7
37154819	Scientific	96.1
38108101	Literary 	54.9
38108102	Literary 	72.1
38108104	Literary 	67.4
38108108	Literary 	88.6
38108110	Literary 	70.4
38108112	Literary 	75.4
38108118	Literary 	81.6
38108120	Literary 	59.9
38108123	Literary 	62.4
38108124	Literary 	72.6
38108126	Literary 	79.7
38108132	Literary 	65.9
38108137	Literary 	82
38108138	Literary 	61.4
38108141	Literary 	64.1
38108142	Literary 	65.6
38108144	Literary 	76.3
38108151	Literary 	78.9
38108152	Literary 	75.7
38108156	Literary 	56.4
38108159	Literary 	70
38108165	Literary 	68.3
38108168	Literary 	78.9
38108171	Literary 	78
38108175	Literary 	69.3
38108176	Literary 	80
38108177	Literary 	57.7
38108182	Literary 	72.3
38108183	Literary 	58.1
38108184	Literary 	65.4
38108185	Literary 	79.1
38108189	Literary 	66.7
38108190	Literary 	65.7
38108192	Literary 	67.7
38108193	Literary 	62.9
38108198	Literary 	62.3
38108199	Literary 	66.3
38108201	Literary 	80.1
38108204	Literary 	78.9
38108206	Literary 	61.6
38108209	Literary 	76.6
38108210	Literary 	50
38108211	Literary 	79.1
38108212	Literary 	61.1
38108213	Literary 	82.7
38108215	Literary 	62.7
38108227	Literary 	57
38108228	Literary 	64
38108230	Literary 	57.1
38108231	Literary 	66.1
38108237	Literary 	70.4
38108242	Literary 	66.4
38108247	Literary 	59.3
38108248	Literary 	89.9
38108250	Literary 	75.6
38108252	Literary 	64.1
38108253	Literary 	72.3
38108254	Literary 	64.9
38108255	Literary 	63.3
38108257	Literary 	71.4
38108258	Literary 	65.9
38108259	Literary 	64.7
38108260	Literary 	71.4
38108267	Literary 	82.9
38108268	Literary 	65.3
38108269	Literary 	70.1
38108270	Literary 	69.4
38108271	Literary 	79
38108272	Literary 	64.3
38108273	Literary 	69.1
38108274	Literary 	70.6
38108275	Literary 	67.3
38108276	Literary 	73.6
38108277	Literary 	60.3
38108279	Literary 	75.9
38108281	Literary 	61.9
38108282	Literary 	59.4
38108283	Literary 	57.6
38108284	Literary 	55
38108286	Literary 	59.6
38108287	Literary 	67.3
38108289	Literary 	68.6
38108291	Literary 	63.6
38108292	Literary 	80
38108293	Literary 	88
38108294	Literary 	65.4
38108296	Literary 	58.1
38108297	Literary 	77.7
38108299	Literary 	55.7
38108301	Literary 	65
38108303	Literary 	62.6
38108304	Literary 	65
38108306	Literary 	66
38108307	Literary 	81.9
38108308	Literary 	67
38108311	Literary 	62
38108313	Literary 	59.6
38108315	Literary 	70.1
38108316	Literary 	73.6
38108317	Literary 	68.6
38108319	Literary 	58.4
38108320	Literary 	60.1
38108321	Literary 	66.6
38108323	Literary 	83.9
38108325	Literary 	70.1
38108326	Literary 	53.4
38108328	Literary 	86.7
38108331	Literary 	66.6
38108332	Literary 	74.3
38108334	Literary 	89.4
38108336	Literary 	75.1
38108337	Literary 	63
38108338	Literary 	60.3
38108339	Literary 	58.6
38108342	Literary 	55.4
38108343	Literary 	87.4
38108344	Literary 	80.9
38108347	Literary 	66
38108349	Literary 	86.6
38108350	Literary 	74.6
38108352	Literary 	60
38108353	Literary 	84.7
38108354	Literary 	58
38108356	Literary 	61.4
38108357	Literary 	75.7
38108359	Literary 	89.7
38108360	Literary 	80
38108362	Literary 	76.3
38108363	Literary 	59
38108365	Literary 	63.4
38108366	Literary 	70.6
38108367	Literary 	55.3
38108370	Literary 	77.7
38108371	Literary 	82.1
38108372	Literary 	65.9
38108373	Literary 	54.7
38108376	Literary 	68.3
38108377	Literary 	75.3
38108378	Literary 	60.1
38108379	Literary 	83.4
38108381	Literary 	85.6
38108382	Literary 	83.7
38108384	Literary 	71.1
38108386	Literary 	80.4
38108387	Literary 	78.7
38108392	Literary 	73.9
38108393	Literary 	83
38108396	Literary 	77.7
38108397	Literary 	71.4
38108398	Literary 	59.6
38108399	Literary 	59.9
38108401	Literary 	62.7
38108402	Literary 	67
38108404	Literary 	71.6
38108407	Literary 	66.1
38108409	Literary 	66.3
38108410	Literary 	70.1
38108411	Literary 	74.6
38108413	Literary 	77.9
38108414	Literary 	77.3
38108415	Literary 	66.3
38108416	Literary 	71.7
38108419	Literary 	64
38108420	Literary 	55.3
38108421	Literary 	64.7
38108424	Literary 	58.3
38108427	Literary 	54.9
38108428	Literary 	63.4
38108429	Literary 	61.4
38108432	Literary 	69.1
38108433	Literary 	63.7
38108434	Literary 	65.3
38108437	Literary 	75.9
38108439	Literary 	77.9
38108441	Literary 	65.6
38108443	Literary 	67
38108444	Literary 	93.7
38108447	Literary 	65
38108448	Literary 	63.3
38108454	Literary 	77.9
38108455	Literary 	71
38108456	Literary 	51.9
38108459	Literary 	57.4
38108460	Literary 	80.9
38108461	Literary 	90.1
38108464	Literary 	85.9
38108466	Literary 	75.7
38108468	Literary 	68.7
38108469	Literary 	70.4
38108470	Literary 	74.3
38108471	Literary 	63
38108472	Literary 	69.9
38108473	Literary 	54.9
38108474	Literary 	66.6
38108475	Literary 	92.1
38108476	Literary 	65.7
38108477	Literary 	75
38108478	Literary 	71.7
38108479	Literary 	54.6
38108480	Literary 	88.3
38108482	Literary 	71.3
38108485	Literary 	66.9
38108487	Literary 	64.4
38108492	Literary 	64
38108493	Literary 	74
38108494	Literary 	60.7
38108495	Literary 	74.7
38108496	Literary 	68.1
38108497	Literary 	62.1
38108498	Literary 	62.6
38108503	Literary 	75
38108504	Literary 	58.9
38108505	Literary 	71.6
38108510	Literary 	66.3
38108515	Literary 	70.4
38108516	Literary 	64.3
38108522	Literary 	76.7
38108523	Literary 	75.6
38108524	Literary 	87.6
38108527	Literary 	59.3
38108528	Literary 	56.3
38108530	Literary 	75.7
38108531	Literary 	70.3
38108532	Literary 	91
38108533	Literary 	69.6
38108535	Literary 	82.1
38108537	Literary 	61.7
38108539	Literary 	92.4
38108542	Literary 	59.6
38108545	Literary 	73.6
38108548	Literary 	62.7
38108549	Literary 	76.9
38108550	Literary 	63.9
38108554	Literary 	57.6
38108555	Literary 	58.3
38108556	Literary 	62.7
38108559	Literary 	88.9
38108560	Literary 	74.1
38108561	Literary 	64.1
38108563	Literary 	65.1
38108564	Literary 	63
38108567	Literary 	57.7
38108568	Literary 	55.7
38108569	Literary 	59
38108571	Literary 	55.9
38108572	Literary 	71
38108576	Literary 	61.3
38108577	Literary 	60.7
38108578	Literary 	76.4
38108579	Literary 	63.6
38108581	Literary 	70.4
38108584	Literary 	52.3
38108586	Literary 	68.6
38108587	Literary 	71.1
38108588	Literary 	65.6
38108591	Literary 	55.6
38108592	Literary 	61
38108593	Literary 	74.3
38108594	Literary 	77.4
38108597	Literary 	68
38108599	Literary 	56.3
38108601	Literary 	64.1
38108604	Literary 	68
38108606	Literary 	83
38108607	Literary 	71.9
38108608	Literary 	71.6
38108611	Literary 	57.3
38108612	Literary 	67.4
38108614	Literary 	62.9
38108615	Literary 	68.4
38108616	Literary 	57.4
38108618	Literary 	60.3
38108620	Literary 	60.3
38108621	Literary 	58
38108623	Literary 	73.7
38108624	Literary 	72.4
38108626	Literary 	77.7
38108627	Literary 	51.6
38108633	Literary 	79.1
38108634	Literary 	80
38108636	Literary 	70.6
38108637	Literary 	60.7
38108641	Literary 	57.1
38108642	Literary 	80.1
38108643	Literary 	94.3
38108648	Literary 	53.1
38108649	Literary 	82.9
38108650	Literary 	75.7
38108653	Literary 	65.3
38108654	Literary 	58.3
38108658	Literary 	87.9
38108659	Literary 	57.6
38108661	Literary 	57.6
38108662	Literary 	86
38108663	Literary 	79.7
38108666	Literary 	52.1
38108670	Literary 	95.3
38108673	Literary 	54.7
38108674	Literary 	60
38108676	Literary 	61.9
38108677	Literary 	81.3
38108681	Literary 	71.7
38108683	Literary 	63.3
38108684	Literary 	75.7
38108685	Literary 	69.7
38108686	Literary 	68.7
38108688	Literary 	97
38108689	Literary 	51.7
38108691	Literary 	53.9
38108692	Literary 	76.1
38108693	Literary 	70.3
38108694	Literary 	60.3
38108695	Literary 	70.7
38108697	Literary 	69.9
38108698	Literary 	68.3
38108700	Literary 	57.7
38108701	Literary 	57
38108702	Literary 	62.1
38108703	Literary 	72.4
38108705	Literary 	88
38108707	Literary 	85.4
38108708	Literary 	62.7
38108709	Literary 	52.3
38108710	Literary 	78.9
38108712	Literary 	72.6
38108713	Literary 	59.9
38108716	Literary 	82.7
38108717	Literary 	82.3
38108718	Literary 	94.6
38108719	Literary 	82.1
38108720	Literary 	72.4
38108722	Literary 	80.1
38108723	Literary 	65.7
38108724	Literary 	72.7
38108725	Literary 	55
38108726	Literary 	76.6
38108728	Literary 	94.3
38108732	Literary 	60.3
38108734	Literary 	74
38108735	Literary 	56.5
38108737	Literary 	55.4
38108738	Literary 	83.9
38108739	Literary 	82.9
38108740	Literary 	59.4
38108743	Literary 	82.6
38108744	Literary 	88.4
38108745	Literary 	75.6
38108750	Literary 	60.4
38108751	Literary 	69.1
38108752	Literary 	82.6
38108753	Literary 	84.1
38108754	Literary 	72.7
38108755	Literary 	85.9
38108756	Literary 	53.7
38108758	Literary 	70.3
38108759	Literary 	61.9
38108761	Literary 	79.7
38108762	Literary 	73.9
38108763	Literary 	68
38108765	Literary 	58.7
38108766	Literary 	59.4
38108767	Literary 	62.6
38108768	Literary 	78.3
38108771	Literary 	55.4
38108772	Literary 	73.9
38108773	Literary 	67.4
38108775	Literary 	71.4
38108776	Literary 	61
38108778	Literary 	62
38108779	Literary 	57.1
38108781	Literary 	69.4
38108782	Literary 	62.7
38108783	Literary 	67.7
38108784	Literary 	60.6
38108785	Literary 	75.4
38108786	Literary 	91
38108787	Literary 	78.3
38108790	Literary 	55.4
38108791	Literary 	58.1
38108798	Literary 	66.9
38108799	Literary 	59.4
38108800	Literary 	58.4
38108802	Literary 	66
38108803	Literary 	61.3
38108804	Literary 	86.7
38108807	Literary 	78
38108810	Literary 	71.3
38108811	Literary 	59.4
38108817	Literary 	54.6
38108820	Literary 	63.7
38108821	Literary 	66.1
38108823	Literary 	60.4
38108824	Literary 	67.7
38108826	Literary 	82.3
38108827	Literary 	63
38108828	Literary 	77
38108829	Literary 	54.4
38108830	Literary 	70.6
38108831	Literary 	70.7
38108833	Literary 	66.7
38108838	Literary 	80.4
38108841	Literary 	77.4
38108842	Literary 	78
38108843	Literary 	69
38108845	Literary 	53.3
38108846	Literary 	65.1
38108847	Literary 	61.4
38108848	Literary 	70.9
38108851	Literary 	60.1
38108853	Literary 	72.7
38108855	Literary 	68.7
38108856	Literary 	67.7
38108859	Literary 	65
38108860	Literary 	71.4
38108861	Literary 	58.1
38108863	Literary 	79.9
38108864	Literary 	74.9
38108866	Literary 	53.7
38108867	Literary 	51.7
38108869	Literary 	88.3
38108872	Literary 	79.1
38108874	Literary 	50
38108876	Literary 	76.6
38108877	Literary 	70.9
38108879	Literary 	65.9
38108880	Literary 	62
38108882	Literary 	74.1
38108883	Literary 	83
38108884	Literary 	70.7
38108889	Literary 	76.1
38108890	Literary 	66
38108892	Literary 	79.9
38108895	Literary 	73.3
38108896	Literary 	63
38108899	Literary 	70.4
38108900	Literary 	67.9
38108902	Literary 	50.6
38108904	Literary 	76.1
38108907	Literary 	86.9
38108908	Literary 	93
38108911	Literary 	62.3
38108913	Literary 	53.9
38108914	Literary 	78.1
38108915	Literary 	71.1
38108917	Literary 	81.3
38108919	Literary 	68.7
38108921	Literary 	81
38108922	Literary 	61.4
38108924	Literary 	71.3
38108925	Literary 	81.6
38108926	Literary 	64.6
38108928	Literary 	52.3
38108931	Literary 	58.4
38108935	Literary 	73.3
38108936	Literary 	76.4
38108938	Literary 	79
38108939	Literary 	73.9
38108940	Literary 	88.7
38108941	Literary 	64.6
38108942	Literary 	64
38108943	Literary 	92.3
38108944	Literary 	65.9
38108948	Literary 	63.4
38108949	Literary 	91.4
38108952	Literary 	83.1
38108953	Literary 	65.9
38108957	Literary 	63.4
38108958	Literary 	66.9
38108965	Literary 	79.4
38108966	Literary 	58.4
38108967	Literary 	73.4
38108972	Literary 	80.6
38108975	Literary 	55.3
38108976	Literary 	76
38108978	Literary 	63.4
38108979	Literary 	60
38108981	Literary 	76.3
38108983	Literary 	55.4
38108985	Literary 	88.1
38108988	Literary 	83.3
38108989	Literary 	59.7
38108990	Literary 	60.1
38108992	Literary 	60
38108994	Literary 	82.3
38108995	Literary 	78.9
38108997	Literary 	72.3
38108999	Literary 	57.4
38109003	Literary 	74.3
38109005	Literary 	61
38109006	Literary 	71
38109008	Literary 	65.9
38109013	Literary 	76.7
38109014	Literary 	76.1
38109016	Literary 	91.6
38109017	Literary 	56.4
38109018	Literary 	74.9
38109019	Literary 	61
38109026	Literary 	89
38109027	Literary 	67
38109031	Literary 	65.4
38109032	Literary 	81.9
38109033	Literary 	59.6
38109034	Literary 	57.4
38109035	Literary 	72
38109039	Literary 	55
38109042	Literary 	69.1
38109043	Literary 	65.1
38109044	Literary 	62.7
38109049	Literary 	59.1
38109050	Literary 	68
38109051	Literary 	68.4
38109052	Literary 	68.3
38109053	Literary 	68.9
38109060	Literary 	71.7
38109061	Literary 	79.7
38109064	Literary 	61
38109068	Literary 	58.6
38109072	Literary 	75
38109074	Literary 	62.1
38109078	Literary 	53.1
38109079	Literary 	81.4
38109080	Literary 	79.9
38109082	Literary 	77
38109084	Literary 	80.4
38109088	Literary 	82.1
38109089	Literary 	65.4
38109090	Literary 	79.1
38109092	Literary 	78.4
38109094	Literary 	69.9
38109095	Literary 	67.6
38109098	Literary 	76.3
38109099	Literary 	66.3
38109100	Literary 	70.6
38109102	Literary 	67.9
38109103	Literary 	71.7
38109108	Literary 	68.7
38109112	Literary 	51.9
38109114	Literary 	70.4
38109115	Literary 	63.1
38109117	Literary 	75.1
38109118	Literary 	68
38109120	Literary 	56.7
38109122	Literary 	58.1
38109124	Literary 	70.1
38109125	Literary 	65.7
38109126	Literary 	58.4
38109127	Literary 	75.3
38109128	Literary 	54.7
38109132	Literary 	70.4
38109134	Literary 	58.6
38109136	Literary 	72.4
38109137	Literary 	54.1
38109139	Literary 	69.4
38109143	Literary 	75.7
38109144	Literary 	75.7
38109145	Literary 	75.3
38109146	Literary 	61.4
38109147	Literary 	74
38109148	Literary 	82
38109152	Literary 	61.6
38109156	Literary 	77.1
38109157	Literary 	57.4
38109162	Literary 	71.4
38109163	Literary 	71
38109165	Literary 	77.6
38109168	Literary 	70.1
38109170	Literary 	54.7
38109172	Literary 	58.6
38109177	Literary 	73.9
38109178	Literary 	66.7
38109179	Literary 	79
38109180	Literary 	78.9
38109181	Literary 	74.9
38109183	Literary 	67.1
38109188	Literary 	85.3
38109192	Literary 	64.9
38109196	Literary 	87.1
38109198	Literary 	60.6
38109199	Literary 	76
38109203	Literary 	76.1
38109205	Literary 	58
38109206	Literary 	91
38109208	Literary 	65.4
38109214	Literary 	64.7
38109215	Literary 	76
38109216	Literary 	61.6
38109217	Literary 	71.1
38109218	Literary 	63.4
38109220	Literary 	58.4
38109221	Literary 	70
38109222	Literary 	68
38109224	Literary 	63.4
38109227	Literary 	68.4
38109228	Literary 	56.4
38109232	Literary 	73.3
38109233	Literary 	73.9
38109235	Literary 	82.9
38109236	Literary 	53.4
38109237	Literary 	57.9
38109243	Literary 	67.1
38109244	Literary 	73.1
38109246	Literary 	70.3
38109247	Literary 	76.9
38109249	Literary 	73.6
38109255	Literary 	73.9
38109257	Literary 	57.7
38109258	Literary 	58.1
38109260	Literary 	74.9
38109261	Literary 	54.9
38109268	Literary 	65.7
38109273	Literary 	54.9
38109276	Literary 	64.3
38109277	Literary 	66.7
38109278	Literary 	70.9
38109281	Literary 	66.6
38109284	Literary 	73.9
38109285	Literary 	58
38109286	Literary 	72.9
38109287	Literary 	58
38109289	Literary 	78.6
38109290	Literary 	67.3
38109292	Literary 	73.9
38109294	Literary 	60.7
38109296	Literary 	63.6
38109298	Literary 	60.4
38109299	Literary 	61.3
38109300	Literary 	54.6
38109302	Literary 	93.3
38109303	Literary 	72.9
38109304	Literary 	69.7
38109305	Literary 	79.1
38109306	Literary 	61.3
38109307	Literary 	66.3
38109310	Literary 	62.1
38109311	Literary 	71.1
38109312	Literary 	86.3
38109313	Literary 	58.6
38109314	Literary 	63
38109315	Literary 	72.1
38109316	Literary 	83.1
38109321	Literary 	68.9
38109322	Literary 	69.3
38109323	Literary 	69.7
38109326	Literary 	66.6
38109330	Literary 	79
38109332	Literary 	66
38109334	Literary 	77.9
38109338	Literary 	69.1
38109342	Literary 	75.7
38109344	Literary 	63.4
38109347	Literary 	66.6
38109357	Literary 	88
38109359	Literary 	85.4
38109362	Literary 	65.6
38109364	Literary 	65.6
38109365	Literary 	59.6
38109371	Literary 	77.1
38109373	Literary 	62.1
38109374	Literary 	63.7
38109378	Literary 	73
38109384	Literary 	59.7
38109389	Literary 	57.6
38109393	Literary 	54.9
38109395	Literary 	66.4
38109396	Literary 	53.9
38109399	Literary 	67
38109401	Literary 	83
38109403	Literary 	61.4
38109404	Literary 	60.9
38109405	Literary 	59.4
38109406	Literary 	73.9
38109407	Literary 	78.1
38109409	Literary 	72.9
38109418	Literary 	76.7
38109419	Literary 	82.9
38109422	Literary 	81
38109428	Literary 	76.7
38109430	Literary 	57.6
38109433	Literary 	52.6
38109439	Literary 	86.9
38109442	Literary 	57.6
38109444	Literary 	52.9
38109445	Literary 	72.1
38109446	Literary 	82.6
38109449	Literary 	70.6
38109450	Literary 	56.3
38109454	Literary 	56.3
38109455	Literary 	82.3
38109457	Literary 	63.7
38109458	Literary 	65.4
38109459	Literary 	85.6
38109464	Literary 	70.1
38109467	Literary 	53.4
38109470	Literary 	60.1
38109471	Literary 	65.4
38109472	Literary 	68.3
38109473	Literary 	57.3
38109476	Literary 	85.1
38109477	Literary 	69.9
38109480	Literary 	62.7
38109481	Literary 	77.1
38109483	Literary 	72.3
38109484	Literary 	77.6
38109485	Literary 	78.3
38109486	Literary 	67.9
38109487	Literary 	66
38109489	Literary 	54.1
38109493	Literary 	83.3
38109495	Literary 	63.6
38109497	Literary 	87.1
38109499	Literary 	83.3
38109501	Literary 	86
38109502	Literary 	53
38109504	Literary 	68.9
38109506	Literary 	62.9
38109507	Literary 	81.6
38109509	Literary 	68.7
38109510	Literary 	71.6
38109511	Literary 	59.4
38109512	Literary 	83.9
38109517	Literary 	65.1
38109520	Literary 	64.6
38109527	Literary 	67.1
38109528	Literary 	75.4
38109531	Literary 	60.6
38109535	Literary 	79.9
38109537	Literary 	61
38109542	Literary 	57.6
38109545	Literary 	76.7
38109546	Literary 	64.1
38109547	Literary 	75.3
38109548	Literary 	63.1
38109551	Literary 	79.7
38109552	Literary 	82
38109554	Literary 	56.1
38109555	Literary 	92.3
38109557	Literary 	56.1
38109558	Literary 	57.4
38109562	Literary 	54.9
38109563	Literary 	52.6
38109566	Literary 	80.3
38109567	Literary 	84.9
38109569	Literary 	60.4
38109574	Literary 	68
38109575	Literary 	58.3
38109576	Literary 	82.3
38109579	Literary 	65.1
38109582	Literary 	63.6
38109583	Literary 	63.7
38109584	Literary 	60.7
38109585	Literary 	84.3
38109587	Literary 	63.9
38109596	Literary 	56.4
38109597	Literary 	78.9
38109600	Literary 	55.7
38109605	Literary 	66.6
38109606	Literary 	63.7
38109608	Literary 	83
38109609	Literary 	74
38109610	Literary 	59.4
38109613	Literary 	54.6
38109614	Literary 	58.7
38109619	Literary 	72.7
38109621	Literary 	69.1
38109627	Literary 	56
38109628	Literary 	59.1
38109638	Literary 	70.6
38109641	Literary 	78.7
38109642	Literary 	54.4
38109643	Literary 	86.9
38109644	Literary 	67
38109650	Literary 	84.9
38109652	Literary 	80.1
38109661	Literary 	61.9
38109665	Literary 	68.7
38109668	Literary 	68.3
38109669	Literary 	57.1
38109670	Literary 	66.3
38109671	Literary 	68.7
38109673	Literary 	73
38109674	Literary 	67.4
38109677	Literary 	71.4
38109678	Literary 	58.1
38109679	Literary 	65.4
38109681	Literary 	62.9
38109682	Literary 	78.9
38109683	Literary 	66
38109684	Literary 	59
38109685	Literary 	59.4
38109687	Literary 	63.9
38109688	Literary 	82.6
38109689	Literary 	72.1
38109692	Literary 	72.7
38109695	Literary 	55.6
38109696	Literary 	82.4
38109699	Literary 	76.6
38109701	Literary 	56
38109706	Literary 	75.7
38109707	Literary 	64.4
38109708	Literary 	61.9
38109711	Literary 	79.7
38109714	Literary 	62.7
38109716	Literary 	72
38109717	Literary 	63.4
38109724	Literary 	86.9
38109725	Literary 	70.6
38109726	Literary 	74.7
38109727	Literary 	87.4
38109731	Literary 	60.6
38109732	Literary 	52.3
38109734	Literary 	57.9
38109739	Literary 	51.9
38109740	Literary 	79.3
38109741	Literary 	78.4
38109742	Literary 	63
38109744	Literary 	67.9
38109745	Literary 	76
38109746	Literary 	86.7
38109749	Literary 	72.3
38109753	Literary 	78.4
38109754	Literary 	56.9
38109756	Literary 	71.9
38109757	Literary 	59.4
38109758	Literary 	75.6
38109761	Literary 	66.3
38109762	Literary 	60.4
38109763	Literary 	68.1
38109764	Literary 	71.4
38109765	Literary 	65
38109766	Literary 	56.1
38109767	Literary 	57.3
38109768	Literary 	70.4
38109769	Literary 	72.4
38109773	Literary 	85
38109775	Literary 	66.9
38109776	Literary 	68.7
38109781	Literary 	88.7
38109785	Literary 	59.9
38109786	Literary 	76.6
38109791	Literary 	58.6
38109793	Literary 	65.7
38109794	Literary 	83.1
38109799	Literary 	57.4
38109800	Literary 	60.4
38109802	Literary 	80
38109803	Literary 	74.3
38109807	Literary 	76.7
38109809	Literary 	54.9
38109811	Literary 	56.6
38109812	Literary 	67
38109814	Literary 	74.1
38109817	Literary 	67.7
38109818	Literary 	68.1
38109820	Literary 	70.3
38109821	Literary 	56
38109833	Literary 	69.9
38109834	Literary 	55.1
38109836	Literary 	50
38110101	Literary 	64.3
38110108	Literary 	58.9
38110114	Literary 	64.6
38110124	Literary 	69
38110125	Literary 	69.4
38110126	Literary 	61.1
38110128	Literary 	63.9
38110134	Literary 	69.6
38110143	Literary 	56.6
38110150	Literary 	70
38110153	Literary 	69.4
38110155	Literary 	62.9
38110157	Literary 	65.9
38110159	Literary 	54.4
38110176	Literary 	55.6
38110178	Literary 	55.6
38110182	Literary 	67.7
38110195	Literary 	62.6
38110196	Literary 	57.3
38110199	Literary 	67.1
38110201	Literary 	58.9
38110203	Literary 	57.7
38110205	Literary 	61.3
38110211	Literary 	68.4
38110222	Literary 	67.3
38110228	Literary 	59
38110230	Literary 	65.3
38110232	Literary 	86.1
38110233	Literary 	75.6
38110235	Literary 	82.4
38110237	Literary 	61
38110242	Literary 	64.7
38110245	Literary 	80.7
38110248	Literary 	53.6
38110250	Literary 	61.7
38110252	Literary 	73.7
38110254	Literary 	67.6
38110272	Literary 	57.7
38110288	Literary 	50.9
38110299	Literary 	64.7
38110300	Literary 	65.6
38110304	Literary 	68.3
38110305	Literary 	55.1
38110309	Literary 	58.1
38110326	Literary 	55.3
38110342	Literary 	56.3
38110347	Literary 	65.6
38110348	Literary 	64.7
38110352	Literary 	57
38110354	Literary 	64.4
38110359	Literary 	77.1
38110360	Literary 	82.3
38110365	Literary 	53.6
38110366	Literary 	59.1
38110368	Literary 	61.9
38110375	Literary 	54.6
38110380	Literary 	56
38110387	Literary 	61.3
38110388	Literary 	61.7
38110393	Literary 	65.1
38110394	Literary 	60.4
38110424	Literary 	54.4
38110426	Literary 	70.7
38110440	Literary 	60.4
38110445	Literary 	51.3
38110448	Literary 	63.4
38110452	Literary 	65.1
38110471	Literary 	61.4
38110473	Literary 	69.4
38110474	Literary 	74
38110476	Literary 	61.4
38110478	Literary 	61.6
38110487	Literary 	67.3
38110489	Literary 	65.7
38110492	Literary 	60
38110496	Literary 	67.7
38110523	Literary 	64.4
38110524	Literary 	65
38111101	Literary 	95.1
38111102	Literary 	89.6
38111103	Literary 	94.9
38111104	Literary 	95
38111106	Literary 	82.4
38111107	Literary 	61.7
38111108	Literary 	76
38111109	Literary 	78.9
38111110	Literary 	85.6
38111111	Literary 	87
38111113	Literary 	89.4
38111114	Literary 	74.3
38111115	Literary 	84
38111116	Literary 	72.1
38111117	Literary 	72.4
38111118	Literary 	64.7
38111119	Literary 	97
38111120	Literary 	73.9
38111121	Literary 	78.3
38111123	Literary 	93.1
38111124	Literary 	75.4
38111125	Literary 	68
38111126	Literary 	75.3
38111127	Literary 	84
38111128	Literary 	69.7
38111130	Literary 	66.1
38111131	Literary 	69.9
38111132	Literary 	56.7
38111133	Literary 	96.9
38111134	Literary 	70.4
